"mz","rt","mca_1_l_d2o","mca_1_l_h2o","mca_1_p_d2o","mca_1_p_h2o","mca_12_l_d2o","mca_12_l_h2o","mca_12_p_d2o","mca_12_p_h2o","mca_13_l_d2o","mca_13_l_h2o","mca_13_p_d2o","mca_13_p_h2o","mca_3_l_d2o","mca_3_l_h2o","mca_3_p_d2o","mca_3_p_h2o"
"366.2","173",168671.946263021,140843.391012137,243225.210399305,317205.22117048,42658.2677545797,40564.6444962285,130993.67015625,188281.091233836,175350.542886869,14208.4860307344,5187.71540901078,59614.5290509904,145909.19608724,189863.548819445,166715.138440755,340806.274192708
"366.2","490",243497.04950431,219782.281162424,16480.1388765124,54248.542104669,82932.9167149137,86676.3830517577,90401.9994235129,90846.1708984374,87508.1075578961,34964.5322027399,1514.2182432568,68478.831941406,305638.464523436,323340.313460938,4733.73405359242,1370.46304959748
"367.1","48",269229.593848572,279879.01077301,172439.538267975,104690.406484003,644836.082245331,683984.312755966,472243.441393661,454158.668962535,405583.64801033,208014.667914276,34568.0652088257,43811.179956189,393117.545984344,352676.380685119,159273.588679504,100904.975723877
"368.1","422",15866993.34675,8967250.77827586,91064.626973633,13043506.419125,926447.288352275,697096.983527688,616531.18880682,607453.108441051,25189662.1678125,8932872.24580643,147769.162023438,39667896.3270969,24172294.5128831,31238133.0496551,212745.969448242,11381.8178758322
"368.1","48",68537.0198837155,38120.7479403221,57121.8304579925,5997.57282472779,101388.838298378,101951.634578476,64347.9665867416,63885.5277183201,152536.262948658,33863.0494352589,26604.9427616501,516.629012792983,92197.0947203563,123508.268912109,38496.1205521028,9506.00167064411
"368.2","177",56746.4410587209,55060.6680653448,85725.8318743025,87629.5418554688,31607.8702354601,33584.2934953962,49333.8255837674,87358.3182942709,103972.095358594,7602.1676694703,151.581577314824,31304.8991852151,103850.153611371,181273.93935791,10427.6400251292,123373.226133376
"369.1","420",3755619.697375,1710727.43353448,26507.5359366371,2519732.64725,199165.761575893,146182.729592716,129375.720348011,126484.737561257,5969743.84101562,1688515.91842742,32821.9266108399,8242955.39104841,5318816.57124999,6392212.35770089,8315.98637642469,6984.02287308512
"369.1","229",196289.072505388,253791.627791748,88149.0958426339,165349.582803955,140908.25553304,129913.969524275,1712.46243017115,51917.4471679687,260418.325237166,21776.776111206,1017.4353272361,23638.7895239368,417416.56657366,795433.339285716,42288.6022840712,100084.975108549
"369.2","785",70216.2739485679,62322.7875352129,51291.602285297,2438.70070100544,35125.7656388346,31345.2400853083,40903.2578979491,31528.9965913274,172045.018576389,18067.7515441406,309997.855612792,1205.00515057853,99748.2276106768,129446.558036024,70255.4341981339,89328.499940625
"369.3","2457",56433.5660051625,51306.4037376692,22338.4247562843,20747.7453585534,54640.9335187507,50352.3779740907,44808.0113821285,46813.2880677784,23132.8880891563,22034.3197489519,22325.4047597346,23674.0288471352,69568.6431655051,148587.755088866,52467.297112028,23635.6888617003
"370.1","74",479531.371809375,735976.867476562,2016849.43662781,52667.3158435834,72575.3286115722,61441.0359015447,31178.4537017578,97353.8587319712,914594.603627929,89167.6525720825,484936.521393088,56228.4817376842,1075036.35314209,3520048.00587158,1174765.2316919,5871927.44207774
"370.1","421",5538331.45913792,2957187.49396552,29809.3510837091,4388733.201125,326959.793213465,247147.546079799,214719.773792614,211741.602636275,9053660.52187499,2916652.91026209,50494.513662392,13947023.823871,8481817.20749999,10963719.0234375,13099.8851721677,9233.49200666973
"370.3","1611",105663.093055557,106491.587736816,107089.151265191,108635.662709962,317.582472297297,339.21184655515,0,519.462696590081,105717.430690105,107738.024380697,107743.302083334,105191.356825087,104541.421084799,101699.515391438,1371.98298533114,108716.17077908
"370.2","2768",51443.7772731169,57485.2022957942,60078.2714355458,61869.4026149221,39174.4760768345,37632.9385430472,37844.7425693918,40994.7142882111,54520.2703082113,59859.907941546,61358.2640775564,63248.5185212564,49819.365471582,30352.5179696357,34646.8428038003,60387.5328439651
"370.2","1057",158420.798454403,2975.91000667044,36049.8511751222,42677.8865252931,2115.38146348914,713.610847271019,1681.46991057673,38516.0704667782,6369.26558900257,846.676136072345,0,49699.9441342864,49960.265059424,105743.223488557,26496.2310600585,37361.3026551464
"371.1","2562",423276.183479005,335940.813017583,523086.589351228,516284.873137222,318038.143479004,285793.136680291,296382.712644654,308367.946917107,439956.044373308,492204.525450453,630486.39064516,556716.708388671,436568.863426513,395654.038977789,351853.959321298,540823.468385025
"371.1","2489",477607.623369142,428923.499382935,566612.552477433,614111.68961609,345442.13994873,288818.169243157,263932.756826178,287086.720930474,367955.82083314,531644.457387695,1013784.85054199,701558.393294679,507888.079682008,509653.416511232,599966.475695786,768205.494580077
"371.1","2393",119298.169510803,107433.199619141,108713.283621369,113404.497614136,85852.7797311423,76390.0008478548,69116.5761357881,78136.7261030125,92104.8471926858,97036.7359799603,253595.797896118,157436.89193298,105191.808404526,103409.82998983,138096.659124756,120033.862528686
"371.1","79",270402.621649219,98645.6431050293,3843911.0042395,27657.6011303156,16766.228358913,19681.4719007865,5504.83823925147,32004.002805944,373505.297311706,32999.6197492451,535175.179399627,71040.9457402436,357610.731225586,636548.522533264,898499.406416016,1056735.08779652
"371.1","423",1178945.28029687,546898.863168104,12991.1954283795,801088.009312499,16162.9181849515,18820.6334700718,20518.8396798059,23322.5130977403,1875313.64742187,544420.229727821,12130.9585224699,2584586.81219759,1653208.2896875,1969277.92433035,6648.3777396147,3044.83397057758
"371.2","2340",79536.8160107421,73401.5101491106,49837.3787075945,51938.7813616943,97357.4550421141,78665.4092227937,58658.7785108171,54905.127057036,47310.9064644197,45124.534898868,54852.5160110473,53096.8231251941,86267.2655975871,201588.707872425,140109.113681488,56587.2253690339
"372.1","74",196346.806487772,165468.672708566,1315121.77614258,47446.7927176339,71256.279672476,67598.8397447859,36619.4364033508,49845.4377956043,355548.587288341,66600.1221424932,275851.670147095,143540.901714844,399015.906587976,1180849.43994141,515200.268856812,1935842.97513905
"372.1","2562",151532.167888642,123969.913109897,188975.847733154,186521.218979192,113628.95048706,103287.402794492,107168.768795929,110181.405041199,158655.000535785,174214.614157109,225619.772230062,201712.304811401,155917.014890137,142008.737262561,124817.304487308,193970.029314886
"372.1","2489",172498.540587159,153813.668676453,201765.568264166,216560.641629639,125904.377321777,105444.003146207,97041.5512847925,104543.089402013,130236.855336918,190758.211616211,358890.902680664,242502.413425599,179537.199086609,177867.25786116,212974.951050105,272089.758914795
"372.1","423",192069.886353515,82429.604919181,4773.57955187943,124355.917775957,2234.56679361346,2066.3840586914,4278.3713092098,7325.41823139762,304065.291005859,84333.4311914062,1029.05787625293,375447.883253529,260463.076097656,296020.167668805,4618.60727705962,6574.46806846768
"372.3","1468",53383.6146826173,55296.1356050933,57457.8078200957,55288.8127927336,44590.4839515096,36062.4899884903,32281.6100477954,30729.0147171022,54923.7561852091,54765.6285881167,54662.3689058745,56202.3087637089,51875.1246375452,47400.8058747747,118965.273176458,54085.3917649484
"372.2","818",47815.9942992188,38816.0318906657,6664.17815511267,55843.665001972,61029.9832166014,48525.0852607909,55802.9561611041,24848.9012612916,77583.5319618054,3880.68430141213,263390.589833287,9237.95606835853,35257.1818813619,63301.7757242839,53119.7810466122,3830.24861156584
"372.1","2392",43664.9547974178,39822.2501103289,41232.7645894746,41881.7428137589,24926.4929889177,28391.3882526784,25419.5406232453,29986.0946580709,34431.7281492098,32261.8070323118,88524.3370141601,57669.4187400041,37298.74436106,39247.1875982097,34749.6421810914,45077.82519536
"373.1","2562",96385.5942871859,78706.1601903556,121362.40781887,118267.970543521,74286.3100805663,65551.2917669662,70290.9932972719,71851.4799536116,102883.999515384,109381.509510959,143366.536209927,126654.435256958,101408.028774414,89939.11325986,80934.5155020816,122350.378132785
"373.1","2489",108257.100625763,96637.7559599306,128500.361724705,139345.859747315,80814.996687622,67824.007494963,63723.2683593766,66828.2383843233,83076.7360844445,119789.278309936,226903.267874145,158448.967163086,116322.63064497,116242.691534729,138758.278458249,176060.069077759
"373.1","65",99236.8330078125,73293.1610153066,1248256.4964679,36127.7044101085,8316.86215430843,7708.73199434727,1835.07418238627,8356.18066831658,131055.500147015,13499.8535030603,184776.380762886,18470.9799358514,128758.004891092,218377.487892151,303082.276307373,345933.417274594
"373.2","659",127731.260595703,154549.37048135,27375.2280199588,55501.2489257814,457010.710206654,382265.856169354,67059.1405499996,34463.9485108359,39992.6182564871,98964.1802721782,95499.2510714022,81095.1588485648,184123.277036638,105715.837983398,34385.5605789185,99224.313939819
"373.1","1062",44210.6746029899,5023.29321888306,66601.485527954,79221.8709753949,326.612774015386,160.728652493517,34849.9374517818,8247.75020947014,3561.29557176356,10160.3890698315,9703.2059220739,59261.7753782229,19983.9466165394,84572.4871773096,76855.0710525514,77782.6253626019
"373.3","2066",29439.718858548,29752.9847650383,28750.3488027721,30402.7202535307,51185.0912834757,36539.5109478301,31907.9424537603,30689.5076119299,28999.5274916013,28170.0206956052,28882.5971137204,28737.4403410457,30185.9664329647,32186.0181984371,76525.1077678036,28323.799439063
"374.1","73",18887.8323351531,19319.4788632384,275732.695567932,3570.46772904148,51409.4402030182,48234.2757515625,4369.30876653746,5117.85274143142,42185.6621166437,60421.1588056183,51255.7223314899,6141.10979231599,29749.5573540607,154811.104633789,250064.775160689,88119.6716558159
"374.2","527",126286.531047363,124120.799069824,851766.022708336,791191.74158654,11010.3704495549,8219.37039157646,444099.296803385,1280372.98803013,15861.1655456472,11209.9353563038,6121.79551927562,211689.390056423,137314.662046875,221861.623130494,186018.563828823,500740.038808592
"374.1","657",41649.9322977699,51059.9467895507,10231.3510291063,16938.9212195521,83376.4399863287,74863.9046938002,11079.9510987267,10374.0680426898,45643.7750047956,56701.2126562499,0,90706.0696171875,163447.476304463,132032.892845052,35857.9486983666,22057.7662344769
"374.2","829",1713181.67251171,1571290.3097625,65336.188077625,1057379.40737929,707663.3041875,667391.769394155,1693365.400725,1435800.5302875,116511.278459765,73116.623297385,161290.940792411,339359.218354687,2392309.2432,1197601.1961,54906.8919158935,12428.663300653
"374.8","40",90548.9203464577,111841.671141278,126073.772575976,82635.1451720082,34497.1931901279,52030.0284986179,91847.0092618461,103042.090119157,63392.8011647727,85106.4912795384,23990.5285587914,48975.5434637186,130480.487552809,147049.287168712,106453.623518133,107887.672475321
"375.2","2304",383760.450839213,569207.982822579,492534.756158403,621137.104656241,242879.198644158,197447.722908934,303471.678353197,250772.636775761,619469.695291585,1357865.32833985,136275.716298491,932875.732140053,710580.175405553,573839.007973341,217707.11892766,278992.154080616
"375.3","2381",105383.136730957,110837.693240661,23079.3929939499,42593.0501056637,32960.5267617184,47720.0133178702,8593.53022279025,5975.06291767072,115897.750899814,84960.3263868737,59855.1260812493,78476.218731079,80719.4164849318,89252.2306274398,9279.67766773865,16273.0968304175
"375.2","829",394994.564952538,362621.072221875,19220.4661977967,241804.066553613,166198.125576563,155222.489718862,385119.90826875,329699.491378125,31564.7171219307,18753.6391408728,111734.635850307,79947.1668246462,554398.550840625,279918.584833984,19047.1565945829,3955.19887235827
"376.2","71",209300.49679362,60682.847165856,43652.2227832031,57042.5107135207,431167.934256592,467752.246205357,8415.59996918254,22561.2049094406,262520.414933416,978415.770978064,18424.1870114638,649650.62613739,306269.389752463,171294.643577474,129558.271561105,123033.343818304
"376.3","2026",10067939.910974,10895948.485957,39466132.9784186,37015195.2301567,962567.41510881,942219.699144806,2876308.682025,901670.340781242,10364372.0001953,9087361.52269033,35147608.8038276,43096276.1005671,10376874.964922,10550884.9610009,30688496.7387895,46444711.5798
"376.2","587",285032.040076624,82451.9405935544,241093.62901893,324153.922190625,57765.5963350734,85265.8886009056,776251.392264124,655534.104881246,10314.2911885225,4799.91033188559,38397.8555228366,25370.1958624777,80361.9554338727,135052.925487529,35850.1438003306,18466.3427265253
"377.1","177",516490.647904147,487826.599489183,60945.3168074666,87394.7022257487,604163.085830453,527151.250719276,58409.5190734863,122808.97494366,63524.0857400173,115346.200835336,2879.10550886293,71331.8860839845,520057.637482638,573690.289779897,17222.5518826164,66974.7604296876
"377.1","463",53536.5893933751,46629.3753130211,189482.405204741,124316.456023707,68478.3719207976,16911.0018732234,68072.5080145474,962.697391907652,22919.4539374085,132446.039983836,4150.87199638626,171255.578146551,204375.409574354,306296.708437499,144031.031185344,274685.654967672
"377.1","57",118163.733812635,180739.17164913,31872.9005027776,13698.9630569374,103341.765221819,99955.1770814731,21908.1381388749,83509.3292406287,194362.23718533,196826.240034837,5938.83031429382,114100.300868641,58714.2817609608,49407.8133908507,19887.6766166273,20823.7848985403
"377.3","2026",2387008.9746716,2614655.0942041,9441054.80282241,8823559.09820323,236216.931591795,227516.056586216,663268.1516625,222637.712235241,2464348.05855957,2138689.92193723,8400819.01749012,10277218.4072609,2452848.42890446,2519555.82367307,7528623.93868664,11161175.8539
"377.1","1563",55387.4249835543,43068.3620913772,107057.35051595,69171.6944627021,13314.5175242024,15520.8067100776,30266.585709836,16104.9215152214,69630.1186827667,95596.0999061002,25340.0307269531,300181.221847333,35870.0515916138,53984.1309717674,148469.08077257,78024.6331998389
"378.3","2026",332653.583767773,360870.542736816,1344796.39049013,1260660.48883125,36588.6472961423,35296.9314463805,100990.618003125,35988.6714924567,342729.412897949,297642.354472958,1189452.16754515,1481212.6892615,342858.16576859,344825.594007565,1051431.27786623,1599277.46243652
"378.2","186",133351.748359375,119875.992280561,53077.8344866071,213091.775851293,114898.378888409,104912.657966027,351458.984321121,18182.805513916,79744.2155695312,54913.9161575318,442.877301429145,71633.8206328124,141712.40578962,195726.55523856,60393.4636008523,40398.8841740013
"379","43",74713.0857373936,15109.6953991159,13461.7675353491,117774.541130593,8922.28665722656,9411.41788833526,10225.0773015747,22596.9569374778,117855.251613544,45401.6001409537,15002.3193704204,830611.055473022,58031.2168747081,23442.2589534063,62959.4686523039,450407.368429154
"379.1","397",1054422.06665322,1257075.52055444,130855.910506897,156254.455065308,721177.199723013,1240561.6410498,89406.3340680804,96552.7394769286,2059110.5380664,2593668.40899194,7424.66263202776,262326.477164819,1372786.21465978,1710655.68450285,172494.975563151,202735.135826613
"379.1","480",617783.326715959,791903.591434153,111808.129671875,95628.3334016927,954615.711594828,1929108.21219019,110925.202260742,142511.769968751,754920.060602676,981612.324190847,932.420058884417,138203.723151518,664211.595129311,705772.58811719,147564.773065733,146434.448316406
"379.1","786",64934.2678637858,95614.3747899415,131942.635638145,190404.916233399,101451.012147091,34132.4169190997,60146.2130099825,52462.4433159721,72480.7113050056,384275.425622479,1849.48162137462,826994.36877404,93074.5136559165,22016.9290722117,85901.7455834016,165840.919490625
"379.3","2025",43502.3412656563,46774.5328079628,161739.939073794,151685.228016797,6280.94346762067,6841.57927704519,13730.018865201,5795.6920037751,45680.2067719833,38627.481544189,144462.016671751,178622.925539248,44550.5935870102,46713.4380744869,132455.148123781,192786.046126172
"379.1","659",194339.467569444,235987.637537435,59070.6389552308,66527.0534320317,233034.072052284,404247.10172743,34038.3662441023,42778.1490537205,269242.160967881,267889.078787841,126050.839101123,35850.8205332392,207555.979018179,268196.318545672,88575.5493033857,12149.9103591267
"379.2","202",554565.559008621,579893.411760603,28571.60987347,39503.377961949,226221.719750976,231670.499665179,79738.6254310346,65269.7875488281,45518.1915294989,3055.6678898549,287.639924298561,25142.1606190058,874013.735043105,1143438.93931035,26536.4205991811,21932.7403795547
"380.1","396",189238.78969549,215156.585582386,21669.7026595554,24924.9858939934,123727.799549006,205089.556259765,3640.51411418685,6063.57479815823,376810.591754031,418020.934657258,158.485952861139,40268.375706934,244665.265966187,290107.181677246,1838.61995483174,25085.01297383
"380.2","61",1287982.0138677,1558179.02331952,278580.628215782,893895.562773437,512556.879868608,576538.910727983,862159.058598214,1816130.00068502,577344.045814866,397055.730127892,8658.08743552065,733342.897629123,1016970.86454733,1600386.03632813,171871.821300781,358061.591894531
"381.1","47",16599474.8878629,20055722.4631389,1409316.34474254,13535314.4292966,15633482.1172847,15889012.9936331,15097117.3422766,17156929.8432236,4025819.95365486,10362243.7982096,90827.1013421631,6111950.50382319,17657701.7616149,30541319.3679699,168778.262473493,6297663.33355384
"381.3","2533",7895788.13641845,10343889.253147,74450.6314960687,66733.4967173768,7395748.25684328,9376374.34436281,11863564.6944138,6143606.35412093,6377143.88424453,6850581.77934834,35471.7837399665,103612.450884521,7044951.45757307,11959495.5804886,796060.1417488,64046.2688154587
"382.1","47",5918295.49398949,3039299.80771776,753407.300888672,2014205.62922859,2120920.95901691,2150766.70198746,2054149.81437553,2361281.33688812,3248723.28875153,1674983.95139203,54667.0859621429,1005623.62065468,7930050.38394271,4991832.6736033,134010.846235776,871129.234551843
"382.1","540",8893986.45414668,6178187.04872597,174861.33195613,3882648.14455527,12973713.0823661,9752268.92888892,6628067.8127778,1312622.54371528,22751520.5076923,45483591.3041669,700057.394522237,61924888.5233333,18251878.3536111,7373530.37250001,61959.116999163,13341.8958494125
"382.2","256",978295.747406249,1030805.09883621,16592.5854405164,276098.743771551,379029.858398437,350978.503710938,51418.866516454,123385.48096875,57628.7308024448,45053.7881880761,545.93942208707,52463.3545287592,903076.800719866,1554664.98172433,5969.43516445903,134429.853441406
"382.3","2533",1801885.71357116,2421814.17682343,17868.8743345535,17084.5531992042,1696142.78705933,2178876.47240479,2770939.27510951,1372731.10115963,1457803.48975949,1566142.49661488,43791.0070389959,26237.0837562201,1604592.08537289,2780946.56718513,185135.572054685,16188.8832929355
"383.1","46",3472882.27389267,2111892.41531155,903257.158373705,1384338.82416229,1576082.95260063,1594151.67876778,1514584.96249735,1733551.21606178,2400000.93439453,1069007.55747277,54275.5007305378,663771.930454181,4435633.1813035,3321119.55082716,245427.241544266,638329.771689029
"383.1","534",2368572.83322566,1266784.73480769,75816.6946866548,862288.210799275,2688992.93537946,1959796.42952009,1326505.75871528,288254.987925504,9420024.17974764,10037091.6427284,154477.398664363,13361374.7345833,5063424.61532451,1521759.62094952,656339.263392856,1987212.60652902
"383.2","255",287037.2561875,218919.172596983,67900.281529018,61260.201643319,81694.7166514756,74610.9420703125,12223.710627885,21154.3459109632,30779.5451734202,13364.5059092311,153.616641213464,13021.542728469,272338.917219828,332502.596107701,8422.29146493936,28128.7419153662
"383.3","2533",259414.17193255,342998.329745095,16222.0233173077,7966.76316079676,268157.309024048,332115.602601929,395415.930122596,210424.272780756,211577.845035138,224844.745528568,37578.8636908891,9051.3478287671,241153.893457034,413750.268898481,48945.5199682926,57929.8031964113
"384.1","226",20678667.6200893,20306567.2510345,274827.68915625,36777333.4175892,378035.57266927,355693.762126736,994248.760818918,1305204.43626814,16928023.2304167,23807195.0494445,280299.826907328,47380835.6488888,14273511.2517857,23970819.7810045,75998.7625561524,118663.505539776
"384.1","540",3086855.03658355,2045741.68467548,77639.5002854478,1313717.27574652,4447913.28850446,3245924.04324776,2165305.4132639,441781.075260418,9572523.69265625,15590698.1769793,241237.367366287,21485044.1139583,6621711.3968149,2445412.23636419,158271.037920258,28770.7635816921
"384.1","88",1908571.88416193,1080892.82859375,3263821.04305664,42797.0835795217,357508.935665625,301681.61679375,352190.573090445,572271.70329375,873553.934307529,32570.4723251517,155488.863976172,116359.430946757,2049774.65889258,13290440.1497168,1351338.43790803,4779973.99042236
"384.3","2517",120226.942686246,148269.288542372,16929.9020348495,15820.8606082943,42777.6904234326,49944.0868931581,55717.41317688,33250.7512055961,11518.6051704953,14459.9770068734,19619.1534165896,18297.0010129442,150073.948265988,220143.948740851,19902.1892444932,16248.2517143492
"385.1","88",624576.072468484,214338.605819499,3587749.63091719,10385.7341200071,82876.6379231771,71237.0636053937,73302.0565546875,117684.523996875,416845.666408161,9520.50117845005,107813.955896191,25073.3858604872,681011.390051047,2665099.1315918,139885.512029297,900356.077175903
"385.1","226",5922960.33883929,4032693.36194197,332530.507721819,7440803.80635416,79926.0750470842,74731.9113151042,197154.413483015,262058.978740932,4049898.38354167,4849045.70750001,61073.3672359914,9849953.77499999,3367423.66841517,4893424.43539621,6764.18951878324,30684.7441898987
"385.1","540",772484.394861778,399944.659137621,34256.6147878497,257687.110859374,874402.070842633,636885.080733816,427894.010815974,90702.8054914206,3289747.58770834,3194607.23481771,54124.9347254773,4349325.43544173,1622082.29503906,486129.55875,19193.2327917062,7455.83434961731
"385.3","2329",37271.634566162,34852.7941162908,32907.8985920335,33718.5218413014,59812.1453009033,58170.2744588578,52590.4697027587,53817.7826184097,38611.39315979,35878.0018077842,35755.4338623037,33087.4813305079,39105.8011762746,45461.9332434275,59835.8370691988,34564.7540276373
"386.1","216",7548358.92957589,6956694.34285714,152276.219731257,12526546.6463504,131733.526703404,122912.947548131,336302.74328404,436781.233068499,5999522.85848958,8352174.97361113,96849.6350107759,16038531.3127778,4987756.42801339,8413994.96367188,9134.42710492413,47923.7941344433
"386.2","498",329171.348465672,271753.259709201,72252.3819684709,105696.888350278,453347.783156961,347959.514313616,474430.919311523,471785.825874999,92924.6239208983,688724.596929689,15900.8479183198,86577.8602689304,343005.270043403,203906.320287147,42078.8641429686,4859.58199865345
"386.1","89",518841.691282895,366299.618775276,1763344.03479492,16353.2372282583,125299.23361875,108926.116523438,121593.73059375,193060.917248438,427580.978050272,15954.9634934982,262145.587374442,42614.4972480543,780056.908300781,4633721.75471191,624481.5697125,1593967.69311328
"387.1","225",1881487.79933036,1270987.00011161,107302.015144734,2363001.71513021,28206.6105403645,25987.1370822483,67042.5136503233,87247.8702882543,1281716.62420573,1544166.71815972,20656.3779943124,3151321.5,1079539.39930245,1553843.33314453,4907.97604860313,11967.4679895392
"387.2","479",76688.6712172292,192154.269940733,9534.30663287132,16001.1809631927,100421.395817225,75886.5351996528,101265.799706401,102462.586966797,1977.47585711072,138317.167980469,6356.34680605397,4216.08646528647,80721.0195920139,271065.955377156,10931.671897263,2561.72282694002
"387.3","1852",123984.209116618,121068.252219307,116224.640203452,116832.606495768,182813.75642913,176363.343989398,172773.397714285,173626.805254315,118675.245540946,117976.140328775,119395.638647054,118361.651554159,121914.314767254,116232.849157212,195639.052315846,117830.697048747
"387.1","90",243832.380666504,124285.981348988,1299424.52679609,5806.62552597501,28823.6492023175,25407.6710384115,25473.1004214478,39763.1798050781,192802.356914062,6804.61528087146,261905.38944375,10837.9355260221,244163.655336277,864407.955384521,336718.255303819,306702.530337305
"387.2","2047",431848.989982751,1233542.17218096,390860.686506038,403935.767485897,188199.133480837,203991.562824815,12852.301176331,13039.2558552389,386234.924196777,390410.391424953,669643.078342293,503061.297503702,412061.9166211,388478.002268337,341807.907889248,385127.273685302
"387.3","1919",62785.9137614663,63281.9862409329,59184.6753766744,60674.3883649556,85785.9192686635,84107.5267403733,81213.2267578119,79120.2796427404,63520.9078648154,61104.8877690974,58678.3345982146,60264.3119541716,62502.7653475212,64734.7900687086,91369.4957999669,62078.8223841598
"388.1","226",325946.939564732,205389.252607759,25753.8662062936,360293.67992513,1908.81490724491,1682.77664048957,1356.97049036678,6908.4521913053,212982.024267578,240925.731068638,3830.88917702919,477866.903880208,181677.110742187,256463.291297084,4459.01112024967,7838.82908392926
"388.2","2047",91094.2514443041,253150.464756175,80442.3175047675,87297.6197731043,41365.2565870739,48596.9400524908,12827.5326601897,11351.9557264578,83710.5243331908,85013.616183703,143698.564056398,110596.999784314,88354.5680415358,84527.2594107079,75393.7027633668,82853.1554623412
"388.1","68",85911.7878213501,28430.0598191528,392850.629687109,8477.86854192496,8922.57363759281,9250.9131981194,14475.1060542248,18410.0269669171,91030.8167859375,21063.9499459076,137195.267390625,12102.9766428069,74199.3381131836,175485.4200862,182576.786457113,136440.369622396
"388.2","1048",31026.9346055802,29948.1790134427,40192.6934414063,61397.9726870721,7615.29183782771,12076.5535125728,45156.1365272443,115276.566383971,84745.071773987,44055.2101161623,321.054044794323,70807.7940625764,31577.2866492761,14838.2271008677,11651.3025665637,10658.6423823127
"389.1","55",70630.1436267621,3279.60184343548,1021978.71277238,822.340583518146,13744.1659308884,26431.8251599121,786.839227861385,29659.3032093081,120647.197425166,312.910862170611,39604.9722363281,0,12589.8848144131,6241.15988466496,76681.642340052,32859.3270776367
"389.2","733",30302.7061490885,42062.0351601563,50601.9507246094,77218.4267601563,7543.61142044038,7306.87781340617,212123.003766567,219549.219988141,8553.58116049651,44845.6379971977,0,623.434012825806,6231.42709951393,0,170751.987707519,1081.0210371256
"390.2","945",130767.848798291,297962.551005248,5076.57466202978,6368.45982946425,6698.31609150056,5597.88925140842,3636.47156857712,5380.24497440537,61988.2233376738,47749.1509654824,0,45736.2067175055,666701.27101807,2613497.34664062,1391.94772324537,57416.0920859529
"390.1","424",317652.844217166,253538.895891462,55856.2837082521,567589.186970018,298092.523800603,166316.770231681,238722.637975446,256883.277825138,388440.469010099,264670.152490762,88525.7626093749,601518.05540565,365658.103353515,212139.927047296,93676.974603882,8996.44907266701
"390.2","681",232333.131018163,202338.890432813,52572.1890052862,139336.227804989,89102.7388346357,78074.222696439,1249412.3819982,352209.835834447,42410.9981362681,15882.1019645608,0,36409.8699656374,331108.116703125,386682.714675,79037.6913216937,44276.0626563438
"390.2","772",86127.200136719,62956.7440220427,63149.7250440601,75870.9958596678,36141.6876847331,31131.3642543247,746400.494142502,282038.347621372,47733.4898310734,27800.6150237757,2798.82641169972,60872.1836517333,120045.175996469,74369.9666843141,114665.35281851,9418.80604628505
"391.1","1074",197248.43058838,381861.082537505,87847.8178996585,153680.410884375,73924.0146375,49801.3821398444,162938.978596873,85205.3681132813,40209.0341989686,36534.1794998933,1417.55018375326,141944.795400585,160725.653100001,311532.551214191,82104.6538804688,150558.902476171
"391.3","2594",2875363.20666723,2913558.09335724,2536114.40679775,2691187.70888676,782991.9070561,727566.426513521,726384.222362386,687491.053846923,2468374.45306096,2821907.25669518,2565041.51785938,2619446.14590696,2815071.50217394,2578551.83246881,654126.306511558,2610407.11807251
"391.2","507",1100389.66260217,991342.366360677,46882.3971043397,42596.2837902832,325961.45828993,311408.446362849,18760.419438481,20212.2097837039,133034.012970494,193170.048538121,2272.28277466262,12925.8982309125,1339336.04246528,1465317.90888021,40183.2685040323,79442.8936523438
"391.1","727",66230.6505090818,12481.6904226828,72436.2245985241,58543.0158515627,41239.7647275487,7550.69070574429,55705.4950477013,69862.7757834204,17688.8296090196,63784.9947972658,997.685091496715,70293.107148926,89421.10801875,39836.7734309134,96115.0606905422,128110.987158399
"392.1","418",110784.887449852,87494.3611476827,18375.9730205402,198049.954573397,105483.470615678,57058.6997844826,84844.6406249999,90050.3646187918,134552.839031982,92492.7307288587,33868.7706114456,210193.477862831,105962.437714374,57543.1823618033,7771.11023380097,2612.11038302815
"392","227",163815.963072052,182296.836150512,10646.3118618003,0,152518.701239224,89616.3419363839,47073.7392316305,32080.3888392857,77949.1899407328,84780.6981328125,0,0,267558.547131348,318839.969601563,0,4088.29019237882
"392.3","2594",722783.56380678,733309.349300539,642550.575458567,668841.135133438,202763.132945453,192703.50809578,188944.137836614,181860.246726581,620418.17121483,720103.242613432,640936.468558713,655992.328609042,697607.556639571,649243.238237213,174438.247823383,653743.421946716
"393.1","46",43009.1353080056,17760.8280587527,385378.271347364,628271.690404318,276077.973596755,236312.413427265,4949.03411470197,8343.77817364826,81621.8072181702,200223.903164062,32895.9401108452,934005.054945811,26832.8471522588,21313.6517080943,8146.50422678657,1307363.52388184
"393.1","747",163599.735801478,218709.408102621,62984.0090954591,11922.3738924809,134439.493416295,209448.055686849,14959.905264383,16389.8421700506,162783.541341625,158480.640769708,31328.5529940796,7488.48440575804,126637.862953125,187609.388162744,10577.3805265024,21564.4479133578
"393.3","2026",4367893.58847769,4773841.70373756,12279816.9239064,11640144.594922,507469.606682474,482125.420361325,1196822.03495625,404498.458064233,4326023.65029296,3828482.09507808,11379636.7984499,13679862.6780565,4378925.91943824,4373923.22300532,10069617.6818439,13721527.291575
