"mz","rt","mca_1_l_d2o","mca_1_l_h2o","mca_1_p_d2o","mca_1_p_h2o","mca_12_l_d2o","mca_12_l_h2o","mca_12_p_d2o","mca_12_p_h2o","mca_13_l_d2o","mca_13_l_h2o","mca_13_p_d2o","mca_13_p_h2o","mca_3_l_d2o","mca_3_l_h2o","mca_3_p_d2o","mca_3_p_h2o"
"393.2","1174",1401780.97705079,851881.725955531,31439.7259629029,81605.9332779941,682896.446935099,618278.163869533,81955.0994138383,255119.397618165,436796.025923974,360548.89830829,3567.28718829436,9342.68398157467,2623001.96263523,1791489.97016016,393527.628075,155313.008797742
"394.3","2026",1018931.68524198,1127601.42323439,3051215.29354985,2910003.69153324,127530.929155621,120574.395773751,294446.712377344,103301.7429827,1026785.12665283,897404.767750845,2840382.06509997,3397332.80784673,1020970.74427733,1028230.41338378,2436014.67230717,3457343.10646875
"394.2","87",108967.189289445,113223.985708008,196286.698272121,182431.304903739,56293.8261154175,49529.1715148438,93775.789096875,155839.286094638,66116.5837918945,42239.8099519857,10615.1703246252,114919.119300781,83298.7511782587,75551.0153371263,23675.0256922793,73370.8542289403
"394.2","1875",240027.402388913,168767.386335715,44267.5158996582,31154.4388513031,6427.61726279866,6127.38408925171,5209.01556866593,4402.76699298526,155155.118954313,31564.8551007346,1579.49712588688,25739.0520537165,416294.994052575,1243298.12287959,51848.3646862786,135344.32579993
"394.2","650",378327.181360052,310669.14157969,175029.489375637,137615.246241345,142629.111106347,114262.11089297,199255.36774746,403242.984541627,6119.19350375205,4596.96816998953,1228.08014829954,6830.35556780896,104487.885514948,136646.640630517,31127.7935740206,69815.2388465883
"394.2","1174",365669.019630786,175406.225869517,10274.800740911,17443.2830531175,142856.676583628,131156.044561299,18885.4351386312,55324.9369268324,236653.797960485,81129.5960032294,310.496440245515,1883.0940832352,736312.954380471,371433.582685548,473467.336557244,32182.9242268147
"395","231",1945443.30709717,2110417.92641129,293429.447295258,170756.571320801,1353025.14221875,849389.474171876,77565.3106458701,23619.6505450609,900447.842207661,960066.894506836,9150.35377393499,110640.687315631,3535953.78835714,4566060.95859375,375677.872171875,340736.351573276
"395.2","1243",734290.710694752,607990.730482697,273112.384973959,407249.18756945,904081.865399298,792286.529715396,189286.016306426,326054.733272881,515796.736684029,751458.315541989,2959.80198386562,265572.69122596,1207713.47055556,736944.12589286,300233.03211238,452090.820211586
"395.1","699",203228.540791699,212247.563184375,166669.021283643,235254.278582813,24516.7032575323,21425.6410716817,161984.694304011,91814.6582615306,188686.875030909,318694.377730079,45184.7049323732,317847.205134886,484022.404354247,63286.9752277239,49021.2069194087,280627.939548634
"395.3","2026",165765.795364378,178863.076278518,556492.513645028,520958.900155036,19004.9140203105,18572.6746417167,48573.2859011719,15882.0755977857,161702.110059204,144471.972831572,501879.162086713,580405.159704904,164143.125514987,165095.117566221,500841.937754524,633260.977078125
"395.4","51",31465.2500873303,11391.9980384473,243643.484280762,93362.2777505095,464.208561735793,641.31053312739,649.203125532142,0,73235.506643764,80071.8973231731,280189.328318262,149744.767528348,58175.7699737549,63561.8919453125,271439.393303833,403056.056083097
"396.1","230",362575.989195772,377980.786528764,54641.2124248046,32857.7992533483,223876.262695313,142518.004179688,10282.3189151915,4676.56136577908,168113.17609314,163881.362914566,1151.70690171217,12888.5451501481,588590.514294642,828710.267175959,67608.9134423828,90836.7561404889
"396.1","431",586485.998820312,620732.151400861,126010.430888672,469802.741078124,203290.892400568,457358.225142045,523407.363636365,118186.142867432,486814.812213963,465694.513375001,143144.792984375,2219597.11195313,255124.533696289,152594.247997392,54029.8748224432,26568.0475699073
"396.2","118",1088518.84334375,1080722.79798437,614830.575734375,830320.181056034,313790.990345262,296738.55851594,160677.067556704,258564.744158837,17463.1106581515,3347.99928068702,4768.91393403349,27197.1451208496,1258762.9770625,1835690.21482759,387185.582164063,807843.869112723
"396.2","1243",200378.324257116,131104.797300647,63932.5125680109,83647.9840555891,190494.6898577,167008.293906946,40937.2110691617,68775.5867274696,270236.171735492,165611.629268449,334.393035698083,59143.3219644396,371216.421918404,161085.026097169,72176.0028759765,97430.1627162393
"396.2","2026",22830.2312285612,24928.810712738,91403.6065724959,85544.2603622447,5020.43705238583,4283.28785482347,8247.72000837806,3449.6790758361,23816.5854703125,20941.5160532586,76527.6448220814,93302.1385988631,24911.0082657627,24817.4559704985,83987.4308104719,100101.900438818
"396.2","1825",34582.9534838451,33022.2973118025,135582.502025299,144826.189183741,2931.03567347049,3033.05768825426,16856.1973173382,1302.95716733349,34751.9230666522,33734.578002319,120858.575109742,182119.421883545,39890.3157970445,309672.229076368,188704.637503419,196257.746311341
"396.2","821",18757.9933977122,22200.8578950977,59070.2302590819,31190.3774644436,36144.7872082031,33764.956474109,81229.2200640189,58603.9039851563,80374.591171875,50297.5048509683,43187.8937581053,256230.510103667,10713.770229059,0,5590.86932000289,1200.98940062181
"397.1","429",132152.766530172,129926.910307112,52342.5630824497,99020.9665571121,14816.357621727,118418.460487584,135594.237456319,16385.9349503277,136883.407225933,100056.686651887,36485.0295266035,449193.785337702,59377.9175371035,4553.05646399167,42393.8788842774,72191.8837021486
"397.2","121",241909.869049899,230226.762035156,164831.882007308,182945.36799569,69889.2228147052,57322.8044509721,34450.1364318756,44968.3057811482,15332.0254507744,198.950485796662,535.757618855728,11328.071399544,282968.023761719,387556.532521552,119703.824629669,179396.230619612
"397.1","45",7880.27573200023,2490.1457461504,9403.0568986203,11188.7613851284,124389.990580484,91893.9944121552,29928.8087042999,19112.7083173666,39474.0330256188,38659.1116886902,72956.3595713077,39810.1430409934,6083.91767826165,345.790539635598,24497.7253466034,28789.2447542343
"397","230",102767.817878069,98988.8656985293,61329.8734601701,1776.64834195363,59836.0167412109,19527.7927415609,1588.26559871949,504.491998851195,48745.9679579741,51238.8392550659,0,462.212669510917,148465.187034098,151768.781740723,5953.53627827141,17818.907857357
"397.2","2046",2929.78722872123,2524.51611295106,40547.4039571486,41635.0339731372,236085.296634372,234388.797618747,229764.441091111,225804.558088475,4847.92702157805,2820.91626622939,35872.937523352,44928.7441730273,2697.37120970862,2478.01268757111,249715.285384568,52001.5188667297
"397.4","2553",124426.136388855,157678.094139566,346457.131604179,726700.165676471,74366.9157448487,181169.79626953,214679.247429951,336291.861066543,633559.346400674,599437.986020509,340840.01959846,262066.48952962,738908.090433238,695410.983594905,113990.933445388,280179.293196004
"397.3","2292",45446.1408860768,41472.5012669147,43203.0835405744,45459.3775010857,18764.9390174327,19821.1986430721,17307.9301330151,17158.7380573381,46941.4930225354,48743.9270062941,44886.3032164578,48169.3896830249,49235.3311165281,81827.4134251327,19701.6564075156,44061.4277163462
"398.1","316",127066360.5225,105526922.042955,10506074.4583065,43566890.7877734,38940357.2608593,34016145.7701564,56167746.2727271,30981194.8715625,81974107.7543182,112845179.640469,2886931.43750001,235156922.85375,90216693.9093751,90524831.654274,4458814.849125,673074.166679687
"398.1","548",12446977.0667308,8853261.98300483,326899.515344265,1117822.11182767,3463963.65166666,4370103.39888888,2968052.15976563,837700.181955381,11701032.8222222,13940044.5533333,255151.304947603,26414533.0287259,6596810.98463944,6450886.15652811,28778.8612900181,13467.8031533804
"398.2","2026",5216349.37965464,5534488.53997507,10147665.4623499,10005538.8239584,2354376.51378347,2263229.9418229,5295650.84974761,2324257.08348213,5345989.07115,5001457.91072339,9768629.17669461,10241678.9690807,5253420.0884062,5068476.51785152,21345560.1843748,10750882.5418056
"399.1","316",29223505.07125,22570376.6831818,3117859.3903125,9431155.86940429,8178557.10081653,7201854.01265628,11863371.2476172,6503880.75580645,22661672.2620455,24572302.6760157,602005.634943183,51396646.276579,20754319.7214844,19492335.6327217,1122044.63820312,148390.195376129
"399.1","548",2730266.96017428,1781924.71308895,95759.6779504124,234699.925648544,690817.335243054,871375.85407366,596451.651074219,164791.975703502,3016479.90135416,2919858.85006944,38942.3470162953,5617302.55772235,1369017.42654447,1302412.94170312,8383.1015194159,5479.16073260317
"399.2","2026",1198196.38783827,1266810.81768752,2354598.06128473,2303090.93362848,558920.823988557,536765.392466516,1215937.13469051,540234.586565287,1225981.30764375,1150129.14355194,2252811.99653543,2378748.63005213,1200222.36348749,1160157.32422733,5164491.23234672,2515863.09649306
"399.2","2228",421487.515941468,418368.818524169,342938.718722897,348227.989438476,442506.981147472,426862.145361329,283477.525903115,298679.896021729,474575.921782238,429736.038866731,371573.990405273,353685.46359191,437563.980117177,594740.729790345,331534.485991403,347581.19241738
"400.1","316",45220734.5023864,37059804.9206818,3717124.53616935,15390520.5322727,13804859.0628515,12039387.5764454,19077773.75,11031979.928086,29779040.315625,40290063.829336,977886.806818184,83743648.835329,31644512.4696774,31977825.3191128,1554125.90914567,236778.053941406
"400.1","548",4398039.33429087,2980500.57016227,119399.327541084,383838.494099344,1146553.31357639,1463739.65022321,981517.322089844,287583.693380396,4199159.70183893,4883314.88555554,90196.3718937799,9356966.81718749,2219780.1222476,2158618.44895312,10340.5491668746,4471.03685064474
"400.2","2026",172988.831045213,180263.419882034,332803.644526911,323241.42388672,66967.6521738796,70286.6664794174,175177.431585036,64306.6846156926,182386.77004958,172134.711838569,316958.605655045,333498.933753261,173022.052864745,170444.163514356,707544.642987525,354292.278559029
"400.3","2228",87573.2394309553,86122.1444947944,70433.2333825921,73406.0305981445,88865.9182897971,83170.0451971437,56191.8944893087,59050.7144907769,98078.997129519,86973.588173174,77519.7113912963,75592.9955345162,88254.2510799387,118681.389891768,64898.9942704096,57066.464925537
"401.1","316",10264190.5761364,7641024.50601562,1022842.57253906,3016229.23708007,2615185.145625,2269566.51399194,3830665.28847656,2086569.50764113,8060890.4117578,8542997.80092775,204994.073863637,17759293.8221546,7052366.54854839,6717355.79059474,384373.814398437,52700.0545996856
"401.2","1074",661543.435631252,1206884.56522502,167673.001530762,310103.67245625,86062.54119375,54784.8900468757,182438.615273435,91506.5489369556,123044.474287499,71298.3335427249,467.974169144807,298690.232925587,698826.761258206,1475326.69121249,109799.048254689,312155.26563779
"401.1","548",882185.683954329,583948.455333535,33820.1439346984,78597.9239723027,230064.389596354,291767.739571707,202303.147658517,55917.927067539,1005184.91673677,948618.583055553,13581.6075261282,1804679.99776893,452092.149064003,426607.478451561,2804.63198243417,1472.44786007932
"402.1","315",1631660.68756714,1157920.59936035,191057.392038574,465685.605459594,415657.91016003,365464.422316029,600952.005878906,344140.851917614,1610432.26905762,1300081.23398804,31505.4436946673,2730411.19329603,1124576.71046371,1028060.8635257,78127.0458757559,13090.9253851716
"402.2","1797",100082.939124901,102789.642885743,42306.6777780758,34353.692027118,20903.7475822366,26122.7269035927,22054.2747319337,44433.5037628639,114292.713703125,11984.6335960151,1183.86073599004,19056.6721502387,151143.912720197,232302.444841798,64591.1755242188,83016.2782921418
"402.2","1073",297030.911835935,292573.684940629,41430.876983569,75239.6292773438,22948.4793111328,12810.8226486337,46331.0537003901,22958.8924667512,110461.396381347,18193.9110402934,0,77278.4512914553,354732.821643165,364095.445301364,32511.0516103896,77781.6914009759
"402.2","50",45530.6849260773,46209.3904507324,98948.2907446288,1770.95394332725,91479.0971004513,88279.8339477539,2637.69080703437,56158.2754712975,44589.3290178223,50996.2475331116,165731.805014063,2081.37846606605,128089.602739129,45241.7203857583,63608.2441379616,85971.2554265625
"403.2","662",219417.735079521,205043.481707357,85688.6135807299,83895.5679513113,161227.048493304,145781.459075056,35191.8679566272,54022.2186087471,109894.094396889,186771.769367327,0,85051.7009106448,261962.505442709,248600.691382211,89604.1201616375,174371.63609096
"403.1","316",274984.803748224,190545.120142822,58312.6173779296,77408.6526210021,75208.0365649414,63579.7242542615,98915.8942803954,56914.0810528565,359758.365574951,210903.237631531,6448.32970598507,443675.94785607,188428.292593246,161071.362689453,13780.3374880535,53025.8583297415
"403.4","2559",59141.6946226487,47680.6481886895,146.440703679463,1177.17240411406,4876.413694229,8790.693262343,1592.87575733953,4078.78272098662,27803.5360816403,43857.5753273443,0,0,59428.399239677,83408.8860559705,24732.8328880375,74542.495821679
"404.1","537",170711.145403114,261717.835541241,12999.1811130125,343088.749140625,641316.172213924,550609.257716735,581447.993830647,278538.886356026,330782.274592013,654822.9148577,97749.406316669,803476.982728798,223903.080367338,150056.959067578,6231.66771931687,9066.61148635603
"404.2","788",135102.5264625,94132.6364854078,10162574.0583533,12886163.8290866,26236.3182222656,20788.4036886363,7213801.91698128,6316929.01057496,16224.26680734,8306.22040566691,2041.8560523935,71455.6394991213,29261.716545397,45337.2736269557,927899.043145316,4182509.59584736
"404.1","130",47854.9004017639,52057.8800818634,77417.7104420823,7935.85725538558,31862.4113745117,31216.7555424316,5401.38326894762,5313.59522363361,56955.8045128757,126832.321471875,71765.2484499024,181758.09788255,90810.116185345,237068.161471122,9162.52359385488,74529.3123242188
"404.2","1053",207385.453095115,187594.285741883,263979.570549566,362358.770918914,36944.7403034279,36069.6773369251,140765.047012688,185202.112723064,532641.927112494,227826.545170313,8277.11982450568,345604.610620895,236995.806231027,222471.783206177,72533.621445117,113176.732378134
"404.8","39",143455.26414706,123404.159974286,86015.6602562415,122481.966762483,182488.700853006,177122.451911566,123754.142154652,167356.358710009,71175.7111521845,112336.034683466,74331.4232576128,44763.7362880637,146680.464451427,193649.545607777,160438.048509681,147752.008629097
"405.1","535",58194.1401823777,59372.9670725659,9730.79260826119,70380.1125177107,140347.19795525,119977.588476563,126290.348762601,62090.7669747488,154607.924236188,147739.071384698,23819.6153521024,181809.94005388,72407.8299412186,36818.108806932,2084.0497814449,1250.39415125746
