"mz","rt","sample_name","day","organ","feed","into_norm"
820.2,317,"mca_1_l_d2o",5,"l","d2o",1784628.78610215
820.2,317,"mca_1_l_h2o",5,"l","h2o",1498851.54677764
820.2,317,"mca_1_p_d2o",5,"p","d2o",441876.302636457
820.2,317,"mca_1_p_h2o",5,"p","h2o",743443.597247236
820.2,317,"mca_12_l_d2o",0,"l","d2o",1146316.52291349
820.2,317,"mca_12_l_h2o",0,"l","h2o",1247012.50941937
820.2,317,"mca_12_p_d2o",0,"p","d2o",1344851.07360852
820.2,317,"mca_12_p_h2o",0,"p","h2o",1351779.87170509
820.2,317,"mca_13_l_d2o",15,"l","d2o",1701006.83595472
820.2,317,"mca_13_l_h2o",15,"l","h2o",1089241.39605888
820.2,317,"mca_13_p_d2o",15,"p","d2o",218049.661581245
820.2,317,"mca_13_p_h2o",15,"p","h2o",2330206.30621832
820.2,317,"mca_3_l_d2o",10,"l","d2o",708278.672104105
820.2,317,"mca_3_l_h2o",10,"l","h2o",355356.45685048
820.2,317,"mca_3_p_d2o",10,"p","d2o",149279.904477539
820.2,317,"mca_3_p_h2o",10,"p","h2o",13504.4098345932
821.2,315,"mca_1_l_d2o",5,"l","d2o",1014489.90123603
821.2,315,"mca_1_l_h2o",5,"l","h2o",874439.759020319
821.2,315,"mca_1_p_d2o",5,"p","d2o",236300.820457667
821.2,315,"mca_1_p_h2o",5,"p","h2o",438262.747714648
821.2,315,"mca_12_l_d2o",0,"l","d2o",675520.563427736
821.2,315,"mca_12_l_h2o",0,"l","h2o",755308.583660935
821.2,315,"mca_12_p_d2o",0,"p","d2o",1034668.40008423
821.2,315,"mca_12_p_h2o",0,"p","h2o",1002728.94199642
821.2,315,"mca_13_l_d2o",15,"l","d2o",982778.007448041
821.2,315,"mca_13_l_h2o",15,"l","h2o",639772.19371219
821.2,315,"mca_13_p_d2o",15,"p","d2o",124675.821821772
821.2,315,"mca_13_p_h2o",15,"p","h2o",1361457.53277217
821.2,315,"mca_3_l_d2o",10,"l","d2o",407676.301658325
821.2,315,"mca_3_l_h2o",10,"l","h2o",208193.037333292
821.2,315,"mca_3_p_d2o",10,"p","d2o",87379.5691378782
821.2,315,"mca_3_p_h2o",10,"p","h2o",7006.68993125641
824.6,39,"mca_1_l_d2o",5,"l","d2o",86221.2608883991
824.6,39,"mca_1_l_h2o",5,"l","h2o",91002.6558351938
824.6,39,"mca_1_p_d2o",5,"p","d2o",63322.8922933505
824.6,39,"mca_1_p_h2o",5,"p","h2o",76719.4107470813
824.6,39,"mca_12_l_d2o",0,"l","d2o",136200.917126281
824.6,39,"mca_12_l_h2o",0,"l","h2o",190159.201999513
824.6,39,"mca_12_p_d2o",0,"p","d2o",171923.922544504
824.6,39,"mca_12_p_h2o",0,"p","h2o",288345.302930336
824.6,39,"mca_13_l_d2o",15,"l","d2o",45659.1274491527
824.6,39,"mca_13_l_h2o",15,"l","h2o",49062.5902492328
824.6,39,"mca_13_p_d2o",15,"p","d2o",36472.683805146
824.6,39,"mca_13_p_h2o",15,"p","h2o",15507.5074581287
824.6,39,"mca_3_l_d2o",10,"l","d2o",74163.8703772923
824.6,39,"mca_3_l_h2o",10,"l","h2o",71161.1812653196
824.6,39,"mca_3_p_d2o",10,"p","d2o",107184.4986762
824.6,39,"mca_3_p_h2o",10,"p","h2o",75891.7346769337
826.6,39,"mca_1_l_d2o",5,"l","d2o",73530.3674857225
826.6,39,"mca_1_l_h2o",5,"l","h2o",75525.108307422
826.6,39,"mca_1_p_d2o",5,"p","d2o",57621.8463500694
826.6,39,"mca_1_p_h2o",5,"p","h2o",66657.2276066158
826.6,39,"mca_12_l_d2o",0,"l","d2o",117612.053121816
826.6,39,"mca_12_l_h2o",0,"l","h2o",167661.567027295
826.6,39,"mca_12_p_d2o",0,"p","d2o",144302.124371819
826.6,39,"mca_12_p_h2o",0,"p","h2o",257063.839442349
826.6,39,"mca_13_l_d2o",15,"l","d2o",38669.0540700906
826.6,39,"mca_13_l_h2o",15,"l","h2o",43245.6330451121
826.6,39,"mca_13_p_d2o",15,"p","d2o",32830.9667723706
826.6,39,"mca_13_p_h2o",15,"p","h2o",12015.895001818
826.6,39,"mca_3_l_d2o",10,"l","d2o",64535.5205817385
826.6,39,"mca_3_l_h2o",10,"l","h2o",61743.6412991886
826.6,39,"mca_3_p_d2o",10,"p","d2o",96270.4108172707
826.6,39,"mca_3_p_h2o",10,"p","h2o",69638.6837194493
828.6,39,"mca_1_l_d2o",5,"l","d2o",29897.0618488514
828.6,39,"mca_1_l_h2o",5,"l","h2o",36587.7511970039
828.6,39,"mca_1_p_d2o",5,"p","d2o",22073.3516085688
828.6,39,"mca_1_p_h2o",5,"p","h2o",26937.1635439663
828.6,39,"mca_12_l_d2o",0,"l","d2o",45159.4397495157
828.6,39,"mca_12_l_h2o",0,"l","h2o",66706.1572918356
828.6,39,"mca_12_p_d2o",0,"p","d2o",63502.6819581103
828.6,39,"mca_12_p_h2o",0,"p","h2o",108799.637260388
828.6,39,"mca_13_l_d2o",15,"l","d2o",21889.9098608877
828.6,39,"mca_13_l_h2o",15,"l","h2o",17628.2217040671
828.6,39,"mca_13_p_d2o",15,"p","d2o",15585.6320571978
828.6,39,"mca_13_p_h2o",15,"p","h2o",6495.47676805471
828.6,39,"mca_3_l_d2o",10,"l","d2o",28632.6137018146
828.6,39,"mca_3_l_h2o",10,"l","h2o",25210.2131182945
828.6,39,"mca_3_p_d2o",10,"p","d2o",29776.2399119287
828.6,39,"mca_3_p_h2o",10,"p","h2o",28607.0666835222
831.3,446,"mca_1_l_d2o",5,"l","d2o",448369.227947585
831.3,446,"mca_1_l_h2o",5,"l","h2o",1098170.12527302
831.3,446,"mca_1_p_d2o",5,"p","d2o",0
831.3,446,"mca_1_p_h2o",5,"p","h2o",160005.618892073
831.3,446,"mca_12_l_d2o",0,"l","d2o",0
831.3,446,"mca_12_l_h2o",0,"l","h2o",0
831.3,446,"mca_12_p_d2o",0,"p","d2o",0
831.3,446,"mca_12_p_h2o",0,"p","h2o",11885.2510226635
831.3,446,"mca_13_l_d2o",15,"l","d2o",130745.332486653
831.3,446,"mca_13_l_h2o",15,"l","h2o",201976.26417618
831.3,446,"mca_13_p_d2o",15,"p","d2o",0
831.3,446,"mca_13_p_h2o",15,"p","h2o",259047.773585057
831.3,446,"mca_3_l_d2o",10,"l","d2o",176614.87876958
831.3,446,"mca_3_l_h2o",10,"l","h2o",1045160.34292073
831.3,446,"mca_3_p_d2o",10,"p","d2o",0
831.3,446,"mca_3_p_h2o",10,"p","h2o",0
832.3,446,"mca_1_l_d2o",5,"l","d2o",338920.455729169
832.3,446,"mca_1_l_h2o",5,"l","h2o",508434.080919931
832.3,446,"mca_1_p_d2o",5,"p","d2o",0
832.3,446,"mca_1_p_h2o",5,"p","h2o",73855.9169762925
832.3,446,"mca_12_l_d2o",0,"l","d2o",0
832.3,446,"mca_12_l_h2o",0,"l","h2o",0
832.3,446,"mca_12_p_d2o",0,"p","d2o",0
832.3,446,"mca_12_p_h2o",0,"p","h2o",2707.99793461033
832.3,446,"mca_13_l_d2o",15,"l","d2o",135755.183990842
832.3,446,"mca_13_l_h2o",15,"l","h2o",98627.3194722743
832.3,446,"mca_13_p_d2o",15,"p","d2o",0
832.3,446,"mca_13_p_h2o",15,"p","h2o",125030.031002381
832.3,446,"mca_3_l_d2o",10,"l","d2o",119897.366306292
832.3,446,"mca_3_l_h2o",10,"l","h2o",496848.397926786
832.3,446,"mca_3_p_d2o",10,"p","d2o",0
832.3,446,"mca_3_p_h2o",10,"p","h2o",0
833.3,447,"mca_1_l_d2o",5,"l","d2o",303106.318871498
833.3,447,"mca_1_l_h2o",5,"l","h2o",489761.11105861
833.3,447,"mca_1_p_d2o",5,"p","d2o",0
833.3,447,"mca_1_p_h2o",5,"p","h2o",69787.1500472106
833.3,447,"mca_12_l_d2o",0,"l","d2o",0
833.3,447,"mca_12_l_h2o",0,"l","h2o",0
833.3,447,"mca_12_p_d2o",0,"p","d2o",0
833.3,447,"mca_12_p_h2o",0,"p","h2o",4327.66455765141
833.3,447,"mca_13_l_d2o",15,"l","d2o",137160.257696441
833.3,447,"mca_13_l_h2o",15,"l","h2o",92385.4060239912
833.3,447,"mca_13_p_d2o",15,"p","d2o",0
833.3,447,"mca_13_p_h2o",15,"p","h2o",118453.310530181
833.3,447,"mca_3_l_d2o",10,"l","d2o",103388.926621857
833.3,447,"mca_3_l_h2o",10,"l","h2o",466571.650454586
833.3,447,"mca_3_p_d2o",10,"p","d2o",0
833.3,447,"mca_3_p_h2o",10,"p","h2o",0
835.5,2025,"mca_1_l_d2o",5,"l","d2o",39605.5676081176
835.5,2025,"mca_1_l_h2o",5,"l","h2o",51264.9129892441
835.5,2025,"mca_1_p_d2o",5,"p","d2o",178999.875630614
835.5,2025,"mca_1_p_h2o",5,"p","h2o",180931.035507805
835.5,2025,"mca_12_l_d2o",0,"l","d2o",4269.78495079969
835.5,2025,"mca_12_l_h2o",0,"l","h2o",4038.38478028063
835.5,2025,"mca_12_p_d2o",0,"p","d2o",1296.78527186675
835.5,2025,"mca_12_p_h2o",0,"p","h2o",0
835.5,2025,"mca_13_l_d2o",15,"l","d2o",52990.4479527116
835.5,2025,"mca_13_l_h2o",15,"l","h2o",28107.3379603573
835.5,2025,"mca_13_p_d2o",15,"p","d2o",269309.337163476
835.5,2025,"mca_13_p_h2o",15,"p","h2o",139997.385190232
835.5,2025,"mca_3_l_d2o",10,"l","d2o",31666.3769228189
835.5,2025,"mca_3_l_h2o",10,"l","h2o",23582.6805488443
835.5,2025,"mca_3_p_d2o",10,"p","d2o",166931.791602792
835.5,2025,"mca_3_p_h2o",10,"p","h2o",164392.153662746
836.5,2025,"mca_1_l_d2o",5,"l","d2o",21655.5131762452
836.5,2025,"mca_1_l_h2o",5,"l","h2o",24739.9967765813
836.5,2025,"mca_1_p_d2o",5,"p","d2o",90086.9773679464
836.5,2025,"mca_1_p_h2o",5,"p","h2o",89578.4916524448
836.5,2025,"mca_12_l_d2o",0,"l","d2o",2552.25979714393
836.5,2025,"mca_12_l_h2o",0,"l","h2o",12481.9115981875
836.5,2025,"mca_12_p_d2o",0,"p","d2o",0
836.5,2025,"mca_12_p_h2o",0,"p","h2o",0
836.5,2025,"mca_13_l_d2o",15,"l","d2o",30692.9624596939
836.5,2025,"mca_13_l_h2o",15,"l","h2o",14236.772499265
836.5,2025,"mca_13_p_d2o",15,"p","d2o",137853.443796593
836.5,2025,"mca_13_p_h2o",15,"p","h2o",69550.5912525478
836.5,2025,"mca_3_l_d2o",10,"l","d2o",15989.3144275112
836.5,2025,"mca_3_l_h2o",10,"l","h2o",8912.19557398519
836.5,2025,"mca_3_p_d2o",10,"p","d2o",83987.2016109976
836.5,2025,"mca_3_p_h2o",10,"p","h2o",85730.7985014145
840.5,1983,"mca_1_l_d2o",5,"l","d2o",76705.0728081529
840.5,1983,"mca_1_l_h2o",5,"l","h2o",50494.3748101276
840.5,1983,"mca_1_p_d2o",5,"p","d2o",279.552080496144
840.5,1983,"mca_1_p_h2o",5,"p","h2o",4219.12223355793
840.5,1983,"mca_12_l_d2o",0,"l","d2o",54961.1996809891
840.5,1983,"mca_12_l_h2o",0,"l","h2o",69149.979405317
840.5,1983,"mca_12_p_d2o",0,"p","d2o",0
840.5,1983,"mca_12_p_h2o",0,"p","h2o",0
840.5,1983,"mca_13_l_d2o",15,"l","d2o",72835.2208943333
840.5,1983,"mca_13_l_h2o",15,"l","h2o",80948.2387964705
840.5,1983,"mca_13_p_d2o",15,"p","d2o",0
840.5,1983,"mca_13_p_h2o",15,"p","h2o",11694.7486661161
840.5,1983,"mca_3_l_d2o",10,"l","d2o",35830.279561715
840.5,1983,"mca_3_l_h2o",10,"l","h2o",23394.7052991806
840.5,1983,"mca_3_p_d2o",10,"p","d2o",0
840.5,1983,"mca_3_p_h2o",10,"p","h2o",227.830949259783
841.3,343,"mca_1_l_d2o",5,"l","d2o",480851.711431458
841.3,343,"mca_1_l_h2o",5,"l","h2o",492306.127181517
841.3,343,"mca_1_p_d2o",5,"p","d2o",17277.0403507144
841.3,343,"mca_1_p_h2o",5,"p","h2o",248209.294262385
841.3,343,"mca_12_l_d2o",0,"l","d2o",404534.331702339
841.3,343,"mca_12_l_h2o",0,"l","h2o",449146.158937369
841.3,343,"mca_12_p_d2o",0,"p","d2o",272197.216932012
841.3,343,"mca_12_p_h2o",0,"p","h2o",217252.684317613
841.3,343,"mca_13_l_d2o",15,"l","d2o",96572.6234661478
841.3,343,"mca_13_l_h2o",15,"l","h2o",39236.5340028108
841.3,343,"mca_13_p_d2o",15,"p","d2o",1391.41738459954
841.3,343,"mca_13_p_h2o",15,"p","h2o",171085.669403978
841.3,343,"mca_3_l_d2o",10,"l","d2o",7765.21982724002
841.3,343,"mca_3_l_h2o",10,"l","h2o",0
841.3,343,"mca_3_p_d2o",10,"p","d2o",0
841.3,343,"mca_3_p_h2o",10,"p","h2o",0
841.3,1755,"mca_1_l_d2o",5,"l","d2o",480334.502585337
841.3,1755,"mca_1_l_h2o",5,"l","h2o",396999.002936888
841.3,1755,"mca_1_p_d2o",5,"p","d2o",27357.1715896792
841.3,1755,"mca_1_p_h2o",5,"p","h2o",66867.0342452539
841.3,1755,"mca_12_l_d2o",0,"l","d2o",12279.5384199068
841.3,1755,"mca_12_l_h2o",0,"l","h2o",9344.13765895705
841.3,1755,"mca_12_p_d2o",0,"p","d2o",2302.11231250791
841.3,1755,"mca_12_p_h2o",0,"p","h2o",3065.76893971726
841.3,1755,"mca_13_l_d2o",15,"l","d2o",290990.754176594
841.3,1755,"mca_13_l_h2o",15,"l","h2o",31225.8522579214
841.3,1755,"mca_13_p_d2o",15,"p","d2o",0
841.3,1755,"mca_13_p_h2o",15,"p","h2o",57557.9543747534
841.3,1755,"mca_3_l_d2o",10,"l","d2o",275211.834819661
841.3,1755,"mca_3_l_h2o",10,"l","h2o",171566.576273624
841.3,1755,"mca_3_p_d2o",10,"p","d2o",8611.84221229477
841.3,1755,"mca_3_p_h2o",10,"p","h2o",239924.525797261
842.5,1965,"mca_1_l_d2o",5,"l","d2o",120578.31328286
842.5,1965,"mca_1_l_h2o",5,"l","h2o",82944.3236492525
842.5,1965,"mca_1_p_d2o",5,"p","d2o",851.351700005591
842.5,1965,"mca_1_p_h2o",5,"p","h2o",6960.44595465978
842.5,1965,"mca_12_l_d2o",0,"l","d2o",106960.240590038
842.5,1965,"mca_12_l_h2o",0,"l","h2o",145401.466189017
842.5,1965,"mca_12_p_d2o",0,"p","d2o",3163.94087357404
842.5,1965,"mca_12_p_h2o",0,"p","h2o",0
842.5,1965,"mca_13_l_d2o",15,"l","d2o",145730.074145085
842.5,1965,"mca_13_l_h2o",15,"l","h2o",103065.924602855
842.5,1965,"mca_13_p_d2o",15,"p","d2o",1152.91332023493
842.5,1965,"mca_13_p_h2o",15,"p","h2o",13906.6709374048
842.5,1965,"mca_3_l_d2o",10,"l","d2o",130862.648827902
842.5,1965,"mca_3_l_h2o",10,"l","h2o",75710.4980288425
842.5,1965,"mca_3_p_d2o",10,"p","d2o",0
842.5,1965,"mca_3_p_h2o",10,"p","h2o",421.215568636819
846.3,969,"mca_1_l_d2o",5,"l","d2o",45996.478659438
846.3,969,"mca_1_l_h2o",5,"l","h2o",59058.0069969546
846.3,969,"mca_1_p_d2o",5,"p","d2o",74998.5766305228
846.3,969,"mca_1_p_h2o",5,"p","h2o",110224.124606081
846.3,969,"mca_12_l_d2o",0,"l","d2o",18331.3897773755
846.3,969,"mca_12_l_h2o",0,"l","h2o",4676.88243942897
846.3,969,"mca_12_p_d2o",0,"p","d2o",14038.9690960596
846.3,969,"mca_12_p_h2o",0,"p","h2o",12668.3948706979
846.3,969,"mca_13_l_d2o",15,"l","d2o",49104.7025480409
846.3,969,"mca_13_l_h2o",15,"l","h2o",31969.3672539429
846.3,969,"mca_13_p_d2o",15,"p","d2o",0
846.3,969,"mca_13_p_h2o",15,"p","h2o",489953.132908652
846.3,969,"mca_3_l_d2o",10,"l","d2o",51740.1255804368
846.3,969,"mca_3_l_h2o",10,"l","h2o",7695.50592228852
846.3,969,"mca_3_p_d2o",10,"p","d2o",2443.64405598193
846.3,969,"mca_3_p_h2o",10,"p","h2o",9172.23224661472
847.5,2291,"mca_1_l_d2o",5,"l","d2o",97629.4508875602
847.5,2291,"mca_1_l_h2o",5,"l","h2o",84114.558845767
847.5,2291,"mca_1_p_d2o",5,"p","d2o",252.698713362866
847.5,2291,"mca_1_p_h2o",5,"p","h2o",15009.9380230523
847.5,2291,"mca_12_l_d2o",0,"l","d2o",223273.057241028
847.5,2291,"mca_12_l_h2o",0,"l","h2o",240389.520413564
847.5,2291,"mca_12_p_d2o",0,"p","d2o",8304.28274405824
847.5,2291,"mca_12_p_h2o",0,"p","h2o",11187.3253529877
847.5,2291,"mca_13_l_d2o",15,"l","d2o",106217.580928569
847.5,2291,"mca_13_l_h2o",15,"l","h2o",59230.2564711003
847.5,2291,"mca_13_p_d2o",15,"p","d2o",21668.0854559252
847.5,2291,"mca_13_p_h2o",15,"p","h2o",10935.9434949893
847.5,2291,"mca_3_l_d2o",10,"l","d2o",82139.7495046427
847.5,2291,"mca_3_l_h2o",10,"l","h2o",46978.630866834
847.5,2291,"mca_3_p_d2o",10,"p","d2o",295.888452947942
847.5,2291,"mca_3_p_h2o",10,"p","h2o",7757.80510431636
850.3,1164,"mca_1_l_d2o",5,"l","d2o",23783.301898163
850.3,1164,"mca_1_l_h2o",5,"l","h2o",34753.8770134055
850.3,1164,"mca_1_p_d2o",5,"p","d2o",192145.12137675
850.3,1164,"mca_1_p_h2o",5,"p","h2o",389764.740994154
850.3,1164,"mca_12_l_d2o",0,"l","d2o",695.881218787955
850.3,1164,"mca_12_l_h2o",0,"l","h2o",0
850.3,1164,"mca_12_p_d2o",0,"p","d2o",36782.6277699086
850.3,1164,"mca_12_p_h2o",0,"p","h2o",22799.500991094
850.3,1164,"mca_13_l_d2o",15,"l","d2o",54144.0486984745
850.3,1164,"mca_13_l_h2o",15,"l","h2o",60642.0536815621
850.3,1164,"mca_13_p_d2o",15,"p","d2o",0
850.3,1164,"mca_13_p_h2o",15,"p","h2o",1027944.62538499
850.3,1164,"mca_3_l_d2o",10,"l","d2o",41159.0274954311
850.3,1164,"mca_3_l_h2o",10,"l","h2o",40708.4024354482
850.3,1164,"mca_3_p_d2o",10,"p","d2o",41216.674650626
850.3,1164,"mca_3_p_h2o",10,"p","h2o",88159.2413863527
851.3,703,"mca_1_l_d2o",5,"l","d2o",2665504.76068038
851.3,703,"mca_1_l_h2o",5,"l","h2o",6149040.62241096
851.3,703,"mca_1_p_d2o",5,"p","d2o",4727.79652234671
851.3,703,"mca_1_p_h2o",5,"p","h2o",122318.994959774
851.3,703,"mca_12_l_d2o",0,"l","d2o",387284.956871883
851.3,703,"mca_12_l_h2o",0,"l","h2o",731410.312910447
851.3,703,"mca_12_p_d2o",0,"p","d2o",2645.73277769988
851.3,703,"mca_12_p_h2o",0,"p","h2o",3943.97311468961
851.3,703,"mca_13_l_d2o",15,"l","d2o",31355.4652296108
851.3,703,"mca_13_l_h2o",15,"l","h2o",502351.334486316
851.3,703,"mca_13_p_d2o",15,"p","d2o",0
851.3,703,"mca_13_p_h2o",15,"p","h2o",22893.875701173
851.3,703,"mca_3_l_d2o",10,"l","d2o",169686.315370643
851.3,703,"mca_3_l_h2o",10,"l","h2o",88050.9281796441
851.3,703,"mca_3_p_d2o",10,"p","d2o",0
851.3,703,"mca_3_p_h2o",10,"p","h2o",0
853.3,703,"mca_1_l_d2o",5,"l","d2o",2061893.25052979
853.3,703,"mca_1_l_h2o",5,"l","h2o",4634058.8873882
853.3,703,"mca_1_p_d2o",5,"p","d2o",4109.0526214435
853.3,703,"mca_1_p_h2o",5,"p","h2o",94949.0686596795
853.3,703,"mca_12_l_d2o",0,"l","d2o",302006.337514244
853.3,703,"mca_12_l_h2o",0,"l","h2o",566307.678955224
853.3,703,"mca_12_p_d2o",0,"p","d2o",1197.62086199174
853.3,703,"mca_12_p_h2o",0,"p","h2o",1662.48392376485
853.3,703,"mca_13_l_d2o",15,"l","d2o",24420.1075223406
853.3,703,"mca_13_l_h2o",15,"l","h2o",384074.407101455
853.3,703,"mca_13_p_d2o",15,"p","d2o",0
853.3,703,"mca_13_p_h2o",15,"p","h2o",18678.9336678336
853.3,703,"mca_3_l_d2o",10,"l","d2o",130192.764125719
853.3,703,"mca_3_l_h2o",10,"l","h2o",30155.6899698208
853.3,703,"mca_3_p_d2o",10,"p","d2o",0
853.3,703,"mca_3_p_h2o",10,"p","h2o",0
853.5,2199,"mca_1_l_d2o",5,"l","d2o",722511.426548021
853.5,2199,"mca_1_l_h2o",5,"l","h2o",666400.087255504
853.5,2199,"mca_1_p_d2o",5,"p","d2o",771.85263320238
853.5,2199,"mca_1_p_h2o",5,"p","h2o",28306.9454960179
853.5,2199,"mca_12_l_d2o",0,"l","d2o",448711.830730917
853.5,2199,"mca_12_l_h2o",0,"l","h2o",467066.412666893
853.5,2199,"mca_12_p_d2o",0,"p","d2o",39448.3158547731
853.5,2199,"mca_12_p_h2o",0,"p","h2o",47840.8765482372
853.5,2199,"mca_13_l_d2o",15,"l","d2o",580023.394877325
853.5,2199,"mca_13_l_h2o",15,"l","h2o",350796.101731219
853.5,2199,"mca_13_p_d2o",15,"p","d2o",0
853.5,2199,"mca_13_p_h2o",15,"p","h2o",23544.5033047531
853.5,2199,"mca_3_l_d2o",10,"l","d2o",541703.014229628
853.5,2199,"mca_3_l_h2o",10,"l","h2o",266054.382697194
853.5,2199,"mca_3_p_d2o",10,"p","d2o",2028.42533113419
853.5,2199,"mca_3_p_h2o",10,"p","h2o",6141.98309397999
854.5,2199,"mca_1_l_d2o",5,"l","d2o",387271.36966203
854.5,2199,"mca_1_l_h2o",5,"l","h2o",317617.849230336
854.5,2199,"mca_1_p_d2o",5,"p","d2o",0
854.5,2199,"mca_1_p_h2o",5,"p","h2o",16072.1358069168
854.5,2199,"mca_12_l_d2o",0,"l","d2o",224339.312154132
854.5,2199,"mca_12_l_h2o",0,"l","h2o",222231.683473383
854.5,2199,"mca_12_p_d2o",0,"p","d2o",16743.0987352956
854.5,2199,"mca_12_p_h2o",0,"p","h2o",18782.4029587968
854.5,2199,"mca_13_l_d2o",15,"l","d2o",413427.902238664
854.5,2199,"mca_13_l_h2o",15,"l","h2o",169102.604110403
854.5,2199,"mca_13_p_d2o",15,"p","d2o",480.680029128669
854.5,2199,"mca_13_p_h2o",15,"p","h2o",11654.2492102853
854.5,2199,"mca_3_l_d2o",10,"l","d2o",322994.583064743
854.5,2199,"mca_3_l_h2o",10,"l","h2o",128033.234201806
854.5,2199,"mca_3_p_d2o",10,"p","d2o",292.388694331768
854.5,2199,"mca_3_p_h2o",10,"p","h2o",703.364856400748
854.6,39,"mca_1_l_d2o",5,"l","d2o",37405.2820577621
854.6,39,"mca_1_l_h2o",5,"l","h2o",35054.4198741084
854.6,39,"mca_1_p_d2o",5,"p","d2o",20454.2774313415
854.6,39,"mca_1_p_h2o",5,"p","h2o",36835.1812956758
854.6,39,"mca_12_l_d2o",0,"l","d2o",102511.566740617
854.6,39,"mca_12_l_h2o",0,"l","h2o",107696.046130322
854.6,39,"mca_12_p_d2o",0,"p","d2o",60430.6713682977
854.6,39,"mca_12_p_h2o",0,"p","h2o",115306.383795479
854.6,39,"mca_13_l_d2o",15,"l","d2o",18710.3311926768
854.6,39,"mca_13_l_h2o",15,"l","h2o",19394.621930725
854.6,39,"mca_13_p_d2o",15,"p","d2o",23997.6581523084
854.6,39,"mca_13_p_h2o",15,"p","h2o",5398.1671164087
854.6,39,"mca_3_l_d2o",10,"l","d2o",31276.6459767063
854.6,39,"mca_3_l_h2o",10,"l","h2o",29447.4997225001
854.6,39,"mca_3_p_d2o",10,"p","d2o",26580.5835700657
854.6,39,"mca_3_p_h2o",10,"p","h2o",32883.4210853618
860.5,1989,"mca_1_l_d2o",5,"l","d2o",1424618.74385681
860.5,1989,"mca_1_l_h2o",5,"l","h2o",886516.980389486
860.5,1989,"mca_1_p_d2o",5,"p","d2o",6913.73229027714
860.5,1989,"mca_1_p_h2o",5,"p","h2o",84233.5699105457
860.5,1989,"mca_12_l_d2o",0,"l","d2o",1515288.1707702
860.5,1989,"mca_12_l_h2o",0,"l","h2o",1702232.22523746
860.5,1989,"mca_12_p_d2o",0,"p","d2o",84377.8585230781
860.5,1989,"mca_12_p_h2o",0,"p","h2o",34091.6878957055
860.5,1989,"mca_13_l_d2o",15,"l","d2o",2003680.94071632
860.5,1989,"mca_13_l_h2o",15,"l","h2o",1759175.75323834
860.5,1989,"mca_13_p_d2o",15,"p","d2o",2897.44538278431
860.5,1989,"mca_13_p_h2o",15,"p","h2o",179095.145059683
860.5,1989,"mca_3_l_d2o",10,"l","d2o",791596.705183617
860.5,1989,"mca_3_l_h2o",10,"l","h2o",637408.030337058
860.5,1989,"mca_3_p_d2o",10,"p","d2o",283.039599273015
860.5,1989,"mca_3_p_h2o",10,"p","h2o",15323.2399220537
861.5,1990,"mca_1_l_d2o",5,"l","d2o",1031263.40680233
861.5,1990,"mca_1_l_h2o",5,"l","h2o",475076.340680078
861.5,1990,"mca_1_p_d2o",5,"p","d2o",9474.24432321371
861.5,1990,"mca_1_p_h2o",5,"p","h2o",49531.3825026876
861.5,1990,"mca_12_l_d2o",0,"l","d2o",814994.911803
861.5,1990,"mca_12_l_h2o",0,"l","h2o",883911.71839666
861.5,1990,"mca_12_p_d2o",0,"p","d2o",46730.2693513792
861.5,1990,"mca_12_p_h2o",0,"p","h2o",14687.3766445619
861.5,1990,"mca_13_l_d2o",15,"l","d2o",1792084.05008804
861.5,1990,"mca_13_l_h2o",15,"l","h2o",948844.87538455
861.5,1990,"mca_13_p_d2o",15,"p","d2o",0
861.5,1990,"mca_13_p_h2o",15,"p","h2o",102072.038997396
861.5,1990,"mca_3_l_d2o",10,"l","d2o",554221.680274201
861.5,1990,"mca_3_l_h2o",10,"l","h2o",345622.642414522
861.5,1990,"mca_3_p_d2o",10,"p","d2o",962.183510238959
861.5,1990,"mca_3_p_h2o",10,"p","h2o",10494.9085313651
873.2,706,"mca_1_l_d2o",5,"l","d2o",1510039.11828371
873.2,706,"mca_1_l_h2o",5,"l","h2o",3153735.54655213
873.2,706,"mca_1_p_d2o",5,"p","d2o",80035.8585808856
873.2,706,"mca_1_p_h2o",5,"p","h2o",533152.151892947
873.2,706,"mca_12_l_d2o",0,"l","d2o",1066441.69334999
873.2,706,"mca_12_l_h2o",0,"l","h2o",1573422.3748834
873.2,706,"mca_12_p_d2o",0,"p","d2o",77329.7678686281
873.2,706,"mca_12_p_h2o",0,"p","h2o",136561.458915784
873.2,706,"mca_13_l_d2o",15,"l","d2o",17717.664125736
873.2,706,"mca_13_l_h2o",15,"l","h2o",694698.523461536
873.2,706,"mca_13_p_d2o",15,"p","d2o",1995.10841994718
873.2,706,"mca_13_p_h2o",15,"p","h2o",120175.736664089
873.2,706,"mca_3_l_d2o",10,"l","d2o",74751.2647787098
873.2,706,"mca_3_l_h2o",10,"l","h2o",15436.4788424558
873.2,706,"mca_3_p_d2o",10,"p","d2o",0
873.2,706,"mca_3_p_h2o",10,"p","h2o",0
874.2,709,"mca_1_l_d2o",5,"l","d2o",717948.984873328
874.2,709,"mca_1_l_h2o",5,"l","h2o",1374875.83905384
874.2,709,"mca_1_p_d2o",5,"p","d2o",48050.1843851026
874.2,709,"mca_1_p_h2o",5,"p","h2o",241809.110338916
874.2,709,"mca_12_l_d2o",0,"l","d2o",492744.97382531
874.2,709,"mca_12_l_h2o",0,"l","h2o",709513.631807908
